method,train_set,test_set,scenario,error
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.066643329130248
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.066643329130248
centroid,POCO#STANDING,POCO#STANDING,auto,0.8905963999458478
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.8905963999458478
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.8905963999458478
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.8905963999458478
centroid,POCO#STANDING,POCO#STANDING,auto,3.738278196342807
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,3.738278196342807
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,3.738278196342807
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,3.738278196342807
centroid,POCO#STANDING,POCO#STANDING,auto,2.384114547524018
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.384114547524018
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.384114547524018
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.384114547524018
centroid,POCO#STANDING,POCO#STANDING,auto,2.8204038340840265
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.8204038340840265
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.8204038340840265
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.8204038340840265
centroid,POCO#STANDING,POCO#STANDING,auto,0.9638821152415652
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.9638821152415652
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.9638821152415652
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.9638821152415652
centroid,POCO#STANDING,POCO#STANDING,auto,2.285979018250752
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.285979018250752
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.285979018250752
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.285979018250752
centroid,POCO#STANDING,POCO#STANDING,auto,0.512299307424965
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.512299307424965
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.512299307424965
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.512299307424965
centroid,POCO#STANDING,POCO#STANDING,auto,1.423926713901858
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.423926713901858
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.423926713901858
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.423926713901858
centroid,POCO#STANDING,POCO#STANDING,auto,0.5563983670007672
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.5563983670007672
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.5563983670007672
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.5563983670007672
centroid,POCO#STANDING,POCO#STANDING,auto,1.3592033727887525
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.3592033727887525
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.3592033727887525
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.3592033727887525
centroid,POCO#STANDING,POCO#STANDING,auto,1.0712113723838397
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.0712113723838397
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.0712113723838397
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.0712113723838397
centroid,POCO#STANDING,POCO#STANDING,auto,1.1443089785157396
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.1443089785157396
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.1443089785157396
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.1443089785157396
centroid,POCO#STANDING,POCO#STANDING,auto,1.932890911453474
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.932890911453474
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.932890911453474
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.932890911453474
centroid,POCO#STANDING,POCO#STANDING,auto,2.862703668174339
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.862703668174339
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.862703668174339
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.862703668174339
centroid,POCO#STANDING,POCO#STANDING,auto,0.8061443813139872
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.8061443813139872
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.8061443813139872
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.8061443813139872
centroid,POCO#STANDING,POCO#STANDING,auto,1.2837906750172456
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.2837906750172456
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.2837906750172456
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.2837906750172456
centroid,POCO#STANDING,POCO#STANDING,auto,2.500362541676934
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.500362541676934
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.500362541676934
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.500362541676934
centroid,POCO#STANDING,POCO#STANDING,auto,0.4398862860779419
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.4398862860779419
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.4398862860779419
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.4398862860779419
centroid,POCO#STANDING,POCO#STANDING,auto,2.261039734659861
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.261039734659861
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.261039734659861
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.261039734659861
centroid,POCO#STANDING,POCO#STANDING,auto,1.5026187124757098
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.5026187124757098
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5026187124757098
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.5026187124757098
centroid,POCO#STANDING,POCO#STANDING,auto,0.7182796412027181
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.7182796412027181
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.7182796412027181
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.7182796412027181
centroid,POCO#STANDING,POCO#STANDING,auto,2.257492947919358
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.257492947919358
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.257492947919358
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.257492947919358
centroid,POCO#STANDING,POCO#STANDING,auto,2.3742081772647348
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.3742081772647348
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.3742081772647348
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.3742081772647348
centroid,POCO#STANDING,POCO#STANDING,auto,0.9365771848486716
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.9365771848486716
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.9365771848486716
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.9365771848486716
centroid,POCO#STANDING,POCO#STANDING,auto,2.7799183465942456
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.7799183465942456
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.7799183465942456
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.7799183465942456
centroid,POCO#STANDING,POCO#STANDING,auto,1.1103756552645216
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.1103756552645216
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.1103756552645216
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.1103756552645216
centroid,POCO#STANDING,POCO#STANDING,auto,1.261243046122632
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.261243046122632
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.261243046122632
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.261243046122632
centroid,POCO#STANDING,POCO#STANDING,auto,2.50048693719139
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.50048693719139
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.50048693719139
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.50048693719139
centroid,POCO#STANDING,POCO#STANDING,auto,3.6294713126981626
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,3.6294713126981626
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,3.6294713126981626
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,3.6294713126981626
centroid,POCO#STANDING,POCO#STANDING,auto,2.772545689407069
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.772545689407069
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.772545689407069
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.772545689407069
centroid,POCO#STANDING,POCO#STANDING,auto,2.225146980075116
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.225146980075116
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.225146980075116
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.225146980075116
centroid,POCO#STANDING,POCO#STANDING,auto,1.2446687996438135
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.2446687996438135
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.2446687996438135
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.2446687996438135
centroid,POCO#STANDING,POCO#STANDING,auto,1.3000829978235569
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.3000829978235569
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.3000829978235569
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.3000829978235569
centroid,POCO#STANDING,POCO#STANDING,auto,0.4135884091122716
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.4135884091122716
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.4135884091122716
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.4135884091122716
centroid,POCO#STANDING,POCO#STANDING,auto,1.2718293112845798
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.2718293112845798
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.2718293112845798
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.2718293112845798
centroid,POCO#STANDING,POCO#STANDING,auto,1.2132280570256555
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.2132280570256555
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.2132280570256555
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.2132280570256555
centroid,POCO#STANDING,POCO#STANDING,auto,2.340818155741193
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.340818155741193
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.340818155741193
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.340818155741193
centroid,POCO#STANDING,POCO#STANDING,auto,3.684414337037836
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,3.684414337037836
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,3.684414337037836
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,3.684414337037836
centroid,POCO#STANDING,POCO#STANDING,auto,0.8638494733167958
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.8638494733167958
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.8638494733167958
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.8638494733167958
centroid,POCO#STANDING,POCO#STANDING,auto,1.0381152041123796
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.0381152041123796
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.0381152041123796
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.0381152041123796
centroid,POCO#STANDING,POCO#STANDING,auto,2.176408002560938
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.176408002560938
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.176408002560938
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.176408002560938
centroid,POCO#STANDING,POCO#STANDING,auto,2.287541785382928
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.287541785382928
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.287541785382928
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.287541785382928
centroid,POCO#STANDING,POCO#STANDING,auto,0.4430814614685645
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.4430814614685645
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.4430814614685645
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.4430814614685645
centroid,POCO#STANDING,POCO#STANDING,auto,0.5884205456256645
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.5884205456256645
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.5884205456256645
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.5884205456256645
centroid,POCO#STANDING,POCO#STANDING,auto,1.4781462482929508
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4781462482929508
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.4781462482929508
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.4781462482929508
centroid,POCO#STANDING,POCO#STANDING,auto,2.4763007497798086
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.4763007497798086
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.4763007497798086
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.4763007497798086
centroid,POCO#STANDING,POCO#STANDING,auto,2.9787535247263777
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.9787535247263777
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.9787535247263777
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.9787535247263777
centroid,POCO#STANDING,POCO#STANDING,auto,1.2928132451062473
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.2928132451062473
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.2928132451062473
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.2928132451062473
centroid,POCO#STANDING,POCO#STANDING,auto,2.247917532712504
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.247917532712504
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.247917532712504
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.247917532712504
centroid,POCO#STANDING,POCO#STANDING,auto,2.9611356408267078
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.9611356408267078
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.9611356408267078
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.9611356408267078
centroid,POCO#STANDING,POCO#STANDING,auto,1.1572976363538203
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.1572976363538203
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.1572976363538203
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.1572976363538203
centroid,POCO#STANDING,POCO#STANDING,auto,1.2109656322566718
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.2109656322566718
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.2109656322566718
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.2109656322566718
centroid,POCO#STANDING,POCO#STANDING,auto,1.3033864786952014
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.3033864786952014
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.3033864786952014
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.3033864786952014
centroid,POCO#STANDING,POCO#STANDING,auto,2.378599399431176
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.378599399431176
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.378599399431176
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.378599399431176
centroid,POCO#STANDING,POCO#STANDING,auto,1.1262404792934926
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.1262404792934926
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.1262404792934926
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.1262404792934926
centroid,POCO#STANDING,POCO#STANDING,auto,1.1784574791833091
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.1784574791833091
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.1784574791833091
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.1784574791833091
centroid,POCO#STANDING,POCO#STANDING,auto,2.8743953605193524
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.8743953605193524
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.8743953605193524
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.8743953605193524
centroid,POCO#STANDING,POCO#STANDING,auto,2.4209413998859923
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.4209413998859923
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.4209413998859923
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.4209413998859923
centroid,POCO#STANDING,POCO#STANDING,auto,1.4554103806318626
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4554103806318626
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.4554103806318626
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.4554103806318626
centroid,POCO#STANDING,POCO#STANDING,auto,0.8640236171012313
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.8640236171012313
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.8640236171012313
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.8640236171012313
centroid,POCO#STANDING,POCO#STANDING,auto,2.3123051457642325
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.3123051457642325
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.3123051457642325
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.3123051457642325
centroid,POCO#STANDING,POCO#STANDING,auto,0.5237858782349798
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,0.5237858782349798
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.5237858782349798
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.5237858782349798
centroid,POCO#STANDING,POCO#STANDING,auto,1.2144845868041951
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,1.2144845868041951
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.2144845868041951
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,1.2144845868041951
centroid,POCO#STANDING,POCO#STANDING,auto,2.548798622151371
centroid,POCO#TRIPOD,POCO#STANDING,cross-pose,2.548798622151371
centroid,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.548798622151371
centroid,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.548798622151371
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4105467787199153
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,1.4105467787199153
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4105467787199153
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,1.4105467787199153
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,1.1698196532744627
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,1.1698196532744627
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.1698196532744627
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,1.1698196532744627
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,1.5859095153072846
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,1.5859095153072846
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.5859095153072846
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,1.5859095153072846
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,2.959446387413883
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,2.959446387413883
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,2.959446387413883
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,2.959446387413883
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,0.9064346084777196
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,0.9064346084777196
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.9064346084777196
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,0.9064346084777196
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,0.9840977475935252
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,0.9840977475935252
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.9840977475935252
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,0.9840977475935252
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,2.134377907830564
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,2.134377907830564
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,2.134377907830564
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,2.134377907830564
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,0.7019114454133331
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,0.7019114454133331
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.7019114454133331
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,0.7019114454133331
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,3.465119263858793
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,3.465119263858793
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.465119263858793
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,3.465119263858793
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,1.98811358526578
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,1.98811358526578
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.98811358526578
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,1.98811358526578
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,0.4654037084404842
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,0.4654037084404842
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.4654037084404842
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,0.4654037084404842
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,2.2825387063463056
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,2.2825387063463056
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,2.2825387063463056
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,2.2825387063463056
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,2.410622495633115
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,2.410622495633115
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,2.410622495633115
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,2.410622495633115
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,1.5476877138449674
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,1.5476877138449674
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.5476877138449674
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,1.5476877138449674
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,2.255191925816319
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,2.255191925816319
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,2.255191925816319
centroid,SAMSUNG#TRIPOD,POCO#TRIPOD,cross-device,2.255191925816319
centroid,POCO#STANDING,POCO#TRIPOD,cross-pose,0.8256710577301788
centroid,POCO#TRIPOD,POCO#TRIPOD,auto,0.8256710577301788
centroid,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.8256710577301788
